Mouth of the Yarra,mulloway,Fishing is allowed,Port Phillip Bay,-37.84790937733600000,144.9028009991800
Mud Islands,"snapper, whiting, flathead",Fishing not allowed,Port Phillip Bay,-38.27240251422700000,144.7703005483000
Nicholson River,"bream, luderick, estuary perch",Fishing is allowed,Gippsland,-37.83091631613800000,147.7346960820300
Ocean Grove ,"snapper, mulloway, gummy shark",Fishing is allowed,Port Phillip Bay,-38.27279819800700000,144.5164334232700
Off McHaffief Point,snapper,Fishing is allowed,Western Port Bay,-38.46452739345400000,145.1635094425300
Outer Artificial Reef out from Carrum Drain,snapper,Fishing is allowed,Port Phillip Bay,-38.08237606908400000,145.0963773315900
Patterson River entrance,"salmon, mullet",Fishing is allowed,Port Phillip Bay,-38.07212044951800000,145.1233766247700
Point Henry,"snapper, whiting, flathead",Fishing is allowed,Port Phillip Bay,-38.12271701862300000,144.4263415332300
Point Lillias,snapper,Fishing is allowed,Port Phillip Bay,-38.09230631298500000,144.4426480366800
Point Lonsdale Pier,"Australian salmon, mullet, barracouta, whiting, shark",Fishing is allowed,Port Phillip Bay,-38.29152899584400000,144.6176549098400
Point Lonsdale Reef,"snapper, yellowtail kingfish",Fishing not allowed,Port Phillip Bay,-38.29074739389900000,144.6268804111200
Point Wilson Pier,"Australian salmon, snapper",Fishing is allowed,Port Phillip Bay,-38.08829846026100000,144.5114850859600
Port Welshpool Long Jetty,"whiting, flathead, mullet, flounder, garfish, trevally, pike",Fishing is allowed,Gippsland,-38.69959034097700000,146.4529952481800
Portarlington Pier,"snapper, garfish, whiting, flathead",Fishing is allowed,Port Phillip Bay,-38.11300268558600000,144.6520545895400
Portsea Pier ,yellowtail kingfish,Fishing is allowed,Port Phillip Bay,-38.31878767354000000,144.7139227264300
Princes Pier,"flathead, bream, mullet, garfish",Fishing is allowed,Port Phillip Bay,-37.84115570830800000,144.9270916723200
Queenscliff South Pier,mullet,Fishing is allowed,Port Phillip Bay,-38.26811246727200000,144.6691545295100
"Red Point, Cape Woolamai","barracoutta, Australian salmon, flathead",Fishing is allowed,Western Port Bay,-38.55290346961200000,145.3659200853600
Rippleside Pier,"garfish, whiting",Fishing is allowed,Port Phillip Bay,-38.12865948040400000,144.3589166644100
Robertsons Beach,"whiting, flathead, Australian salmon, pike, snook",Fishing is allowed,Gippsland,-38.66072157777300000,146.7319059279700
San Remo Jetty,various,Fishing is allowed,Western Port Bay,-38.52031296623500000,145.3645454333800
Sandridge Beach,flathead,Fishing is allowed,Port Phillip Bay,-37.84030257788800000,144.9164092863200
Seaford Pier ,snapper,Fishing is allowed,Port Phillip Bay,-38.10338600000000000,145.1244489300100
Seal Island group,"snapper, yellowtail kingfish, snook, tuna",Fishing is allowed,Gippsland,-38.92530008889000000,146.6615508558000
Shallow Inlet,"whiting, flathead, trevally, barracoutta, tailor, Australian salmon",Fishing is allowed,Gippsland,-38.81937094804800000,146.1620145055800
Snowy River mouth ,"mulloway, flathead, Australian salmon",Fishing is allowed,Gippsland,-37.79951494052400000,148.5465018228400
Somers to Balnarring Beach,Whiting,Fishing is allowed,Western Port Bay,-38.39310210427100000,145.1436736299800
South Channel Fort,whiting,Fishing is allowed,Port Phillip Bay,-38.31142850812400000,144.8031148396600
St Helens Rock,"snapper, yellowtail kingfish,trevally, thresher shark",Fishing is allowed,Port Phillip Bay,-38.12263603741800000,144.3593538823500
St Kilda Pier,"flathead, bream, mullet, garfish",Fishing is allowed,Port Phillip Bay,-37.86461885173400000,144.9661519318500
St Leonards Pier,"snapper, squid, whiting",Fishing is allowed,Port Phillip Bay,-38.17040788118600000,144.7194205969600
Station Pier,"flathead, bream, mullet, garfish",Fishing is allowed,Port Phillip Bay,-37.84290611064600000,144.9317192379200
Stony Point,various,Fishing is allowed,Western Port Bay,-38.37389626326700000,145.2222504940800
Tambo River,"bream, luderick, flathead, mulloway",Fishing is allowed,Gippsland,-37.84650495659300000,147.8115476676600
Tamboon Inlet,"flathead, bream, snapper, whiting, silver trevally, estuary perch",Fishing is allowed,Gippsland,-37.75381538733100000,149.1311132991100
Tankerton Pier,various,Fishing is allowed,Western Port Bay,-38.38301895582700000,145.2711883423300
Tarwin River Mouth,"estuary, perch, bream",Fishing is allowed,Gippsland,-38.68868875282400000,145.6727554697000
The Nobies,various,Fishing is allowed,Western Port Bay,-38.51782868686100000,145.1142867942900
The rocks and The Blowhole,reel fish,Fishing is allowed,Western Port Bay,-38.52843064248000000,145.0989564686000
Tullaberga Island,"Australian salmon, tailor, yellowtail kingfish, gummy shark",Fishing is allowed,Gippsland,-37.55643235393600000,149.8448710484500
Under West Gate Bridge,"bream, snapper, mulloway",Fishing is allowed,Port Phillip Bay,-37.82985786691600000,144.8980573477000
Venus Bay Back Beaches,"Australian salmon, mullet, trevally",Fishing is allowed,Gippsland,-38.68440091411600000,145.7854289228700
Wallagaraugh River,"bream, estuary perch, bass",Fishing is allowed,Gippsland,-37.46909978888800000,149.6824411592300
Waratah Bay,"King George whiting, flathead, barracoutta, Australian salmon",Fishing is allowed,Gippsland,-38.81375429876800000,146.0611515472600
Werribee River estuary,bream,Fishing is allowed,Port Phillip Bay,-37.97416513933600000,144.6781139799100
West Head Rocks,"whiting, pike, leatherjacket",Fishing is allowed,Western Port Bay,-38.48360956244900000,145.0249701840900
Wingam Inlet,various,Fishing is allowed,Gippsland,-37.73839737036400000,149.5011628888800
Yeerung River estuary,"bream, mullet, trevally, estuary perch",Fishing is allowed,Gippsland,-37.78842516409700000,148.7742639380300
